HG01873 male SAME123400 EAS
HG01625 male SAME123839 EUR
HG01878 female SAME123394 EAS
HG01846 male SAME123558 EAS
HG01880 female SAME1839109 AFR
HG01853 female SAME123751 EAS
HG01885 male SAME122844 AFR
HG01808 female SAME124300 EAS
HG01948 female SAME124144 AMR
HG01810 male SAME124519 EAS
HG01950 male SAME123977 AMR
HG01815 female SAME124524 EAS
HG01841 female SAME123551 EAS
HG01892 male SAME123026 AMR
HG01783 male SAME124427 EUR
HG01790 female SAME124222 EUR
HG01912 male SAME1839779 AFR
HG01917 male SAME123235 AMR
HG01771 male SAME124637 EUR
HG01924 female SAME123785 AMR
HG01776 female SAME124632 EUR
HG01936 female SAME123591 AMR
HG01858 female SAME123754 EAS
HG01816 male SAME124521 EAS
HG01860 male SAME123201 EAS
HG01842 male SAME123554 EAS
HG01865 male SAME123196 EAS
HG01861 male SAME123200 EAS
HG01757 female SAME124987 EUR
HG01866 male SAME123195 EAS
HG01847 female SAME123557 EAS
HG01707 female SAME123264 EUR
HG01859 female SAME123535 EAS
HG01872 male SAME123995 EAS
HG01795 female SAME124217 EAS
HG02054 female SAME1839538 AFR
HG01997 female SAME124740 AMR
HG02003 female SAME123619 AMR
HG02061 male SAME1839676 EAS
HG02008 male SAME123621 AMR
HG02010 female SAME123444 AFR
HG02009 male SAME123622 AFR
HG01954 female SAME123980 AMR
HG02028 female SAME124020 EAS
HG01961 male SAME1839067 AMR
HG01973 female SAME124328 AMR
HG02035 male SAME1840035 EAS
HG02047 male SAME1839772 EAS
HG01980 female SAME124917 AMR
HG01986 male SAME1840091 AFR
HG01985 female SAME1840099 AFR
HG01992 female SAME124742 AMR
HG02078 female SAME123099 EAS
HG01889 female SAME122851 AFR
HG02085 male SAME124979 EAS
HG01935 male SAME123588 AMR
HG01979 male SAME124331 AMR
HG01942 female SAME124150 AMR
HG01923 male SAME123788 AMR
HG01967 male SAME124530 AMR
HG01974 male SAME124323 AMR
HG01896 female SAME1840348 AFR
HG02016 female SAME123446 EAS
HG02023 male SAME125307 EAS
HG01947 male SAME124155 AMR
HG02073 male SAME123104 EAS
HG02111 female SAME1839922 AFR
HG02116 male SAME1839990 EAS
HG02150 male SAME1839407 AMR
HG02128 male SAME123475 EAS
HG02155 female SAME124795 EAS
HG02089 female SAME124821 AMR
HG02136 female SAME1839865 EAS
HG02143 male SAME1839628 AFR
HG02104 male SAME123874 AMR
HG02142 female SAME124614 EAS
HG02220 female SAME123715 EUR
HG02147 female SAME1839700 AMR
HG02046 female SAME1839777 EAS
HG02053 male SAME1839543 AFR
HG02131 male SAME1839896 EAS
HG02058 male SAME125319 EAS
HG02232 female SAME1839374 EUR
HG02060 female SAME1839679 EAS
HG02072 female SAME123105 EAS
HG02105 female SAME123873 AMR
HG02130 female SAME1839904 EAS
HG02256 female SAME1839332 AFR
HG02179 female SAME124415 EAS
HG02181 female SAME123206 EAS
HG02084 female SAME124973 EAS
HG02186 female SAME125039 EAS
HG02408 male SAME1839461 EAS
HG02410 male SAME1839207 EAS
HG02281 male SAME1840094 AFR
HG02427 female SAME1839036 AFR
HG02286 female SAME122912 AMR
HG02299 male SAME1839994 AMR
HG02298 female SAME1839913 AMR
HG02307 male SAME1839535 AFR
HG02301 female SAME124280 AMR
HG02282 female SAME1840177 AFR
HG02231 male SAME1839376 EUR
HG02314 male SAME1839674 AFR
HG02236 male SAME123520 EUR
HG02250 male SAME1839268 EAS
HG02383 male SAME1840019 EAS
HG02255 male SAME1839337 AFR
HG02388 male SAME1839997 EAS
HG02262 male SAME1839128 AMR
HG02364 male SAME1840125 EAS
HG02371 male SAME1840180 EAS
HG02274 male SAME1840306 AMR
HG02390 male SAME1839788 EAS
HG02395 male SAME1839754 EAS
HG02224 male SAME1839579 EUR
HG02275 female SAME1840376 AMR
HG02178 female SAME124414 EAS
HG02345 female SAME1839081 AMR
HG02180 female SAME123208 EAS
HG02185 female SAME123215 EAS
HG02554 male SAME1840075 AFR
HG02154 female SAME124794 EAS
HG02166 female SAME124207 EAS
HG02561 male SAME1839838 AFR
HG02600 male SAME1840302 SAS
HG02318 female SAME1839391 AFR
HG02464 male SAME1839978 AFR
HG02351 male SAME1840284 EAS
HG02484 male SAME1839858 AFR
HG02356 male SAME1840261 EAS
HG02489 male SAME1839546 AFR
HG02363 male SAME1840379 EAS
HG02491 female SAME1839617 SAS
HG02325 female SAME1839521 AFR
HG02585 male SAME1839418 AFR
HG02332 male SAME1839315 AFR
HG02597 male SAME1839199 SAS
HG02337 female SAME1839296 AFR
HG02573 male SAME1839567 AFR
HG02580 female SAME1839366 AFR
HG02387 male SAME1839998 EAS
HG02465 female SAME1839973 AFR
HG02394 male SAME123305 EAS
HG02477 female SAME1839710 AFR
HG02375 male SAME1840244 EAS
HG02496 male SAME1839688 AFR
HG02382 male SAME1840025 EAS
HG02511 female SAME1839150 AFR
HG02490 male SAME1839625 SAS
HG02439 male SAME1840297 AFR
HG02399 male SAME1839842 EAS
HG02629 female SAME1840230 AFR
HG02402 male SAME1839412 EAS
HG02407 male SAME1839464 EAS
HG02643 female SAME1839785 AFR
HG02419 female SAME1839244 AFR
HG02648 male SAME1839751 SAS
HG02433 male SAME1839175 AFR
HG02679 female SAME1839471 AFR
HG02445 male SAME1840341 AFR
HG02681 male SAME1839304 SAS
HG02471 female SAME1839741 AFR
HG02476 female SAME1839717 AFR
HG02628 male SAME1840238 AFR
HG02667 female SAME1839384 AFR
HG02737 female SAME1839857 SAS
HG02635 female SAME1840023 AFR
HG02756 male SAME1839454 AFR
HG02642 male SAME1839792 AFR
HG02577 female SAME1839642 AFR
HG02655 female SAME1839526 SAS
HG02725 female SAME1839737 SAS
HG02589 female SAME1839401 AFR
HG02624 female SAME1840259 AFR
HG02604 female SAME1840282 SAS
HG02888 female SAME1840139 AFR
HG02654 male SAME1839530 SAS
HG02890 male SAME1839947 AFR
HG02508 female SAME1839334 AFR
HG02895 male SAME1839918 AFR
HG02522 female SAME1840326 EAS
HG02922 female SAME1839441 AFR
HG02541 male SAME1840214 AFR
HG02787 female SAME1840288 SAS
HG02546 female SAME1839932 AFR
HG02558 female SAME1840057 AFR
HG02799 female SAME1840384 AFR
HG02611 female SAME1840401 AFR
HG02819 male SAME1839804 AFR
HG02623 male SAME1840182 AFR
HG02661 female SAME1839667 SAS
HG02840 female SAME1839475 AFR
HG02763 female SAME1839254 AFR
HG02768 male SAME1839235 AFR
HG02724 male SAME1839740 SAS
HG02666 male SAME1839386 AFR
HG02678 male SAME1839477 AFR
HG02941 male SAME1839096 AFR
HG02946 female SAME1839068 AFR
HG02807 male SAME1840073 AFR
HG02731 female SAME1839886 SAS
HG02814 female SAME1839837 AFR
HG02736 male SAME1839860 SAS
HG02852 female SAME1839346 AFR
HG02697 female SAME1839142 SAS
HG02700 female SAME1840159 SAS
HG02775 female SAME1839022 SAS
HG02774 male SAME1839028 SAS
HG03007 female SAME1840245 SAS
HG02786 male SAME1840292 SAS
HG03019 female SAME1840060 SAS
HG02793 female SAME1840415 SAS
HG03021 male SAME1839789 SAS
HG02798 male SAME1840387 AFR
HG03040 female SAME1839611 AFR
HG03045 male SAME1839635 AFR
HG02685 female SAME1839286 SAS
HG03052 female SAME1839496 AFR
HG02977 male SAME1840221 AFR
HG02983 female SAME1840009 AFR
HG03064 female SAME1839228 AFR
HG03006 male SAME1840242 SAS
HG03069 male SAME1839340 AFR
HG02837 female SAME1839422 AFR
HG03076 female SAME1839038 AFR
HG02851 male SAME1839352 AFR
HG02953 male SAME1840271 AFR
HG02813 male SAME1839841 AFR
HG03103 male SAME1840022 AFR
HG02820 female SAME1839591 AFR
HG03108 female SAME1839760 AFR
HG03018 male SAME1840053 SAS
HG03025 female SAME1839711 AFR
HG03088 female SAME1840338 AFR
HG02952 female SAME1840275 AFR
HG03095 female SAME1840374 AFR
HG03057 male SAME1839434 AFR
HG03235 female SAME1839360 SAS
HG02870 female SAME1840320 AFR
HG02882 female SAME1840171 AFR
HG03247 female SAME1839174 AFR
HG02971 male SAME1840255 AFR
HG03209 male SAME1839551 AFR
HG02976 female SAME1840223 AFR
HG03228 male SAME1839232 SAS
HG02887 male SAME1840147 AFR
HG02938 male SAME1839284 AFR
HG03169 male SAME1839148 AFR
HG03139 male SAME1839468 AFR
HG03171 female SAME1840386 AFR
HG03160 male SAME1839192 AFR
HG03190 male SAME1839984 AFR
HG03189 female SAME1840226 AFR
HG03049 female SAME1839653 AFR
HG03196 male SAME1839921 AFR
HG03259 female SAME1840303 AFR
HG03121 female SAME1839563 AFR
HG03126 female SAME1839683 AFR
HG03280 male SAME1840083 AFR
HG03297 female SAME1839900 AFR
HG03157 male SAME1839083 AFR
HG03115 male SAME1839812 AFR
HG03114 female SAME1839907 AFR
HG03127 male SAME1839686 AFR
HG03063 male SAME1839226 AFR
HG03172 male SAME1840392 AFR
HG03099 female SAME1840146 AFR
HG03449 female SAME1839923 AFR
HG03133 male SAME1839375 AFR
HG03451 male SAME1840043 AFR
HG03082 female SAME1840316 AFR
HG03234 male SAME1839357 SAS
HG03343 male SAME1840354 AFR
HG03241 female SAME1839053 AFR
HG03246 male SAME1839168 AFR
HG03258 male SAME1840296 AFR
HG03401 female SAME1839299 AFR
HG03265 male SAME1840167 AFR
HG03300 female SAME1839467 AFR
HG03354 female SAME1840249 AFR
HG03366 female SAME1840066 AFR
HG03367 male SAME1840068 AFR
HG03380 female SAME1839569 AFR
HG03470 female SAME1839670 AFR
HG03385 male SAME1839594 AFR
HG03432 male SAME1840107 AFR
HG03397 male SAME1839400 AFR
HG03437 female SAME1840123 AFR
HG03311 male SAME1839206 AFR
HG03342 female SAME1840350 AFR
HG03538 male SAME1840007 AFR
HG03378 female SAME1839743 AFR
HG03557 female SAME1839556 AFR
HG03304 male SAME1839490 AFR
HG03634 female SAME1839575 SAS
HG03291 female SAME1839861 AFR
HG03195 female SAME1839919 AFR
HG03514 female SAME1840150 AFR
HG03575 female SAME1839236 AFR
HG03582 male SAME1839271 AFR
HG03521 male SAME1840190 AFR
HG03646 male SAME1839643 SAS
HG03520 female SAME1840186 AFR
HG03653 female SAME1839508 SAS
HG03583 female SAME1839283 AFR
HG03556 male SAME1839553 AFR
HG03571 male SAME1839458 AFR
HG03518 male SAME1840169 AFR
HG03479 female SAME1839623 AFR
HG03499 female SAME1839219 AFR
HG03455 female SAME1839766 AFR
HG03595 female SAME1839185 SAS
HG03603 male SAME1840229 SAS
HG03436 male SAME1840120 AFR
HG03615 male SAME1839951 SAS
HG03709 female SAME1839780 SAS
HG03563 female SAME1839421 AFR
HG03711 male SAME1839894 SAS
HG03716 male SAME1839825 SAS
HG03773 male SAME1840406 SAS
HG03633 male SAME1839571 SAS
HG03778 male SAME1840344 SAS
HG03684 female SAME1840329 SAS
HG03640 female SAME1839621 SAS
HG03689 female SAME1840268 SAS
HG03607 female SAME1840254 SAS
HG03691 male SAME1840366 SAS
HG03619 female SAME1840064 SAS
HG03696 male SAME1840135 SAS
HG03715 male SAME1839815 SAS
HG03754 female SAME1839073 SAS
HG03722 female SAME1839664 SAS
HG03727 male SAME1839695 SAS
HG03660 male SAME1839218 SAS
HG03703 female SAME1840032 SAS
HG03672 male SAME1839020 SAS
HG03708 male SAME1839773 SAS
HG03780 female SAME1840112 SAS
HG03785 male SAME1840212 SAS
HG03730 female SAME1839369 SAS
HG03690 female SAME1840365 SAS
HG03742 male SAME1839255 SAS
HG03645 female SAME1839641 SAS
HG03817 female SAME1839426 SAS
HG03652 male SAME1839505 SAS
HG03824 male SAME1839459 SAS
HG03594 male SAME1839181 SAS
HG03829 female SAME1839241 SAS
HG03792 male SAME1839912 SAS
HG03695 male SAME1840128 SAS
HG03800 male SAME1839595 SAS
HG03874 female SAME1839961 SAS
HG03809 male SAME1839554 SAS
HG03886 female SAME1840021 SAS
HG03898 female SAME1839806 SAS
HG03765 female SAME1839131 SAS
HG03772 female SAME1840398 SAS
HG03789 female SAME1840237 SAS
HG03913 female SAME1839216 SAS
HG03796 female SAME1839928 SAS
HG03805 female SAME1839540 SAS
HG03830 male SAME1839341 SAS
HG03812 male SAME1839405 SAS
HG03848 male SAME1839187 SAS
HG03850 male SAME1840270 SAS
HG03823 female SAME1839456 SAS
HG03862 female SAME1840158 SAS
HG03746 male SAME1839200 SAS
HG03867 male SAME1840095 SAS
HG03753 male SAME1839062 SAS
HG03836 female SAME1839280 SAS
HG03760 female SAME1839105 SAS
HG03937 female SAME1840330 SAS
HG03944 female SAME1840368 SAS
HG03949 female SAME1840132 SAS
HG03854 male SAME1840283 SAS
HG04062 female SAME1839147 SAS
HG03777 male SAME1840340 SAS
HG03784 female SAME1840210 SAS
HG04093 male SAME1839936 SAS
HG03741 female SAME1839251 SAS
HG03948 female SAME1840129 SAS
HG04029 female SAME1839630 SAS
HG03950 male SAME1840233 SAS
HG04098 male SAME1840059 SAS
HG03955 female SAME1840181 SAS
HG04106 female SAME1839559 SAS
HG03967 male SAME1840072 SAS
HG04118 female SAME1839379 SAS
HG03920 male SAME1839093 SAS
HG03931 female SAME1840305 SAS
HG03925 female SAME1839025 SAS
HG03943 male SAME1840361 SAS
HG03951 female SAME1840239 SAS
HG03900 male SAME1839476 SAS
HG03963 male SAME1840055 SAS
HG03905 male SAME1839503 SAS
HG03968 female SAME1840077 SAS
HG03885 male SAME1840013 SAS
HG03897 female SAME1839906 SAS
HG03917 male SAME1839323 SAS
HG03999 male SAME1839416 SAS
HG03986 female SAME1839605 SAS
HG04017 male SAME1839851 SAS
HG03998 male SAME1839408 SAS
HG03861 female SAME1840156 SAS
NA06994 male SAME124931 EUR
HG03866 male SAME1840087 SAS
NA07000 female SAME124963 EUR
HG03974 male SAME1839735 SAS
HG03873 female SAME1840205 SAS
NA07048 male SAME124188 EUR
HG04155 male SAME1840381 SAS
NA07346 female SAME123571 EUR
HG04080 male SAME1840211 SAS
HG04100 male SAME1839536 SAS
HG04194 male SAME1839818 SAS
HG04198 male SAME1839835 SAS
HG04202 female SAME1839519 SAS
HG04162 female SAME1840098 SAS
HG04131 male SAME1839279 SAS
HG04156 female SAME1840389 SAS
HG04144 female SAME1839189 SAS
HG04186 female SAME1839753 SAS
HG04182 male SAME1840036 SAS
HG04054 female SAME1839094 SAS
HG04059 female SAME1839031 SAS
HG04238 male SAME1840274 SAS
HG04061 male SAME1839140 SAS
HG04035 female SAME1839487 SAS
HG04214 female SAME1839328 SAS
HG04042 female SAME1839203 SAS
HG04219 male SAME1839359 SAS
HG04047 female SAME1839221 SAS
HG04023 male SAME1839696 SAS
NA12275 female SAME125263 EUR
NA12282 male SAME124640 EUR
NA11930 male SAME125095 EUR
NA12287 female SAME124641 EUR
NA11992 male SAME123964 EUR
NA12340 male SAME125157 EUR
NA07357 male SAME123412 EUR
NA12763 female SAME123872 EUR
NA12775 male SAME124257 EUR
NA06986 male SAME124764 EUR
NA12814 male SAME123021 EUR
NA12003 male SAME125142 EUR
NA11931 female SAME125096 EUR
NA12046 female SAME123213 EUR
NA11993 female SAME123965 EUR
NA12004 female SAME125144 EUR
NA12718 female SAME124454 EUR
NA12749 female SAME124828 EUR
HG04225 male SAME1839048 SAS
NA12751 female SAME123515 EUR
NA12383 female SAME124384 EUR
NA12489 female SAME125358 EUR
HG04206 male SAME1839447 SAS
NA10851 male SAME125317 EUR
NA12414 female SAME124057 EUR
NA12546 male SAME124777 EUR
NA12155 male SAME124955 EUR
NA12717 female SAME123911 EUR
NA12249 female SAME125371 EUR
NA12748 male SAME124827 EUR
NA11830 female SAME124553 EUR
NA12750 male SAME124646 EUR
NA11892 female SAME123045 EUR
NA12762 male SAME125109 EUR
NA12890 female SAME124116 EUR
NA18487 male SAME124098 AFR
NA12813 female SAME123024 EUR
NA18526 female SAME124673 EAS
NA18499 female SAME124059 AFR
NA18502 female SAME125055 AFR
NA18507 male SAME125060 AFR
NA12399 male SAME124193 EUR
NA18545 female SAME124266 EAS
NA12058 female SAME123416 EUR
NA18552 female SAME124089 EAS
NA12154 male SAME124959 EUR
NA18557 male SAME124092 EAS
NA18564 female SAME123921 EAS
NA18571 female SAME123740 EAS
NA18486 male SAME124099 AFR
NA18576 female SAME123735 EAS
NA18519 male SAME124888 AFR
NA12286 male SAME124642 EUR
NA18533 female SAME124481 EAS
NA18498 male SAME124058 AFR
NA18538 female SAME123774 EAS
NA18501 male SAME124991 AFR
NA18608 male SAME124779 EAS
NA18610 female SAME123222 EAS
NA18520 female SAME123565 AFR
NA18615 female SAME123653 EAS
NA18525 female SAME124672 EAS
NA18614 female SAME125034 EAS
NA18867 female SAME124904 AFR
NA18619 female SAME125043 EAS
NA18881 female SAME125308 AFR
NA18621 male SAME124509 EAS
NA18563 male SAME123928 EAS
NA18570 female SAME123741 EAS
NA18622 male SAME125260 EAS
NA18532 female SAME124482 EAS
NA18627 female SAME124106 EAS
NA18537 female SAME124485 EAS
NA18595 female SAME123228 EAS
NA18626 female SAME125250 EAS
NA18603 male SAME124875 EAS
NA18633 male SAME124704 EAS
NA18874 male SAME125105 AFR
NA18638 male SAME124693 EAS
NA18879 male SAME125108 AFR
NA18640 female SAME122980 EAS
NA18641 female SAME122979 EAS
NA18645 male SAME122975 EAS
NA18646 female SAME122978 EAS
NA18582 female SAME123905 EAS
NA18747 male SAME123916 EAS
NA18599 female SAME123713 EAS
NA18634 female SAME124697 EAS
NA18602 female SAME124876 EAS
NA18639 male SAME124694 EAS
NA18544 male SAME124265 EAS
NA18549 male SAME124262 EAS
NA19031 male SAME123543 AFR
NA19036 female SAME124666 AFR
NA19043 male SAME125243 AFR
NA18861 female SAME124905 AFR
NA19055 male SAME125027 EAS
NA18917 male SAME123407 AFR
NA19012 male SAME124260 EAS
NA18924 female SAME123202 AFR
NA19017 female SAME124259 AFR
NA18878 female SAME125107 AFR
NA19024 female SAME124851 AFR
NA18912 female SAME123404 AFR
NA18987 female SAME125070 EAS
NA18873 female SAME123536 AFR
NA18994 male SAME124897 EAS
NA18974 male SAME123768 EAS
NA18999 female SAME124890 EAS
NA18979 female SAME123759 EAS
NA18968 female SAME123953 EAS
NA18981 female SAME123426 EAS
NA18970 male SAME123764 EAS
NA18962 male SAME123958 EAS
NA18975 female SAME123767 EAS
NA18967 male SAME123963 EAS
NA18944 male SAME124314 EAS
NA18943 male SAME124309 EAS
NA18949 female SAME124317 EAS
NA18948 male SAME124316 EAS
NA18951 female SAME124111 EAS
NA18950 female SAME124112 EAS
NA18956 female SAME124110 EAS
NA18955 male SAME124107 EAS
NA18963 female SAME123959 EAS
NA18791 male SAME124073 EAS
NA19000 male SAME124477 EAS
NA19009 male SAME125133 EAS
NA19005 male SAME124474 EAS
NA19011 female SAME124512 EAS
NA18982 male SAME125073 EAS
NA19023 female SAME124854 AFR
NA19092 male SAME123173 AFR
NA19113 male SAME123838 AFR
NA19118 female SAME122943 AFR
NA19144 male SAME123373 AFR
NA19117 male SAME124914 AFR
NA19149 female SAME124605 AFR
NA19028 male SAME124848 AFR
NA19030 female SAME123544 AFR
NA19035 male SAME124664 AFR
